location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Asia,OWID_ASI,3/9/2023,8985371672,3665164127,3432016665,1782990463,343119,410014,190.31,77.63,72.69,37.76,87,107722,0.002
Asia,OWID_ASI,3/10/2023,8985462798,3665169599,3432035690,1783057165,2228305,656545,190.31,77.63,72.69,37.77,139,154310,0.003
Asia,OWID_ASI,3/11/2023,8985727968,3665184442,3432206158,1783137241,2420727,927255,190.32,77.63,72.69,37.77,196,202580,0.004
Asia,OWID_ASI,3/12/2023,8986835208,3665389531,3433079159,1783369519,2283727,1186646,190.34,77.63,72.71,37.77,251,249789,0.005
Asia,OWID_ASI,3/13/2023,8986884131,3665390555,3433081661,1783415126,2209028,1454503,190.34,77.63,72.71,37.77,308,306266,0.006
Asia,OWID_ASI,3/14/2023,8986944891,3665394113,3433089365,1783465652,2217559,1721331,190.35,77.63,72.71,37.77,365,362743,0.008
Asia,OWID_ASI,3/15/2023,8987000066,3665396600,3433094998,1783512609,2258360,1994406,190.35,77.63,72.71,37.78,422,424349,0.009
Asia,OWID_ASI,3/16/2023,8987053715,3665399056,3433100124,1783558645,2257273,2267852,190.35,77.63,72.71,37.78,480,485944,0.01
Asia,OWID_ASI,3/17/2023,8987519534,3665404029,3433109379,1783627340,2279635,2275188,190.36,77.63,72.71,37.78,482,487366,0.01
Asia,OWID_ASI,3/18/2023,8987576654,3665405219,3433112308,1783680506,2262912,2252644,190.36,77.63,72.71,37.78,477,487128,0.01
Asia,OWID_ASI,3/19/2023,9006604531,3669791668,3437696046,1785935774,2215799,2242937,190.76,77.73,72.81,37.83,475,488083,0.01
Asia,OWID_ASI,3/20/2023,9006653649,3669793001,3437698832,1785980938,322919,376900,190.76,77.73,72.81,37.83,80,68170,0.001
Asia,OWID_ASI,3/21/2023,9006886827,3669847504,3437780448,1786085317,302792,369460,190.77,77.73,72.81,37.83,78,68683,0.001
Asia,OWID_ASI,3/22/2023,9006933367,3669849596,3437785378,1786124686,332848,360485,190.77,77.73,72.81,37.83,76,63961,0.001
Asia,OWID_ASI,3/23/2023,9006978534,3669851607,3437790325,1786162862,330843,351382,190.77,77.73,72.81,37.83,74,59212,0.001
Asia,OWID_ASI,3/24/2023,9007111195,3669856149,3437799104,1786238246,363360,343729,190.77,77.73,72.81,37.83,73,54579,0.001
Asia,OWID_ASI,3/25/2023,9007179713,3669858272,3437805735,1786298122,365864,338819,190.77,77.73,72.81,37.83,72,49861,0.001
Asia,OWID_ASI,3/26/2023,9007290328,3669872043,3437821523,1786391254,318538,333881,190.78,77.73,72.81,37.84,71,45197,0.001
Asia,OWID_ASI,3/27/2023,9007318201,3669873276,3437823660,1786415654,354573,338405,190.78,77.73,72.81,37.84,72,44647,0.001
Asia,OWID_ASI,3/28/2023,9007362095,3669876012,3438077130,1786502672,369894,347992,190.78,77.73,72.82,37.84,74,44185,0.001
Asia,OWID_ASI,3/29/2023,9007400667,3669878122,3438082698,1786533562,382419,355072,190.78,77.73,72.82,37.84,75,45848,0.001
Asia,OWID_ASI,3/30/2023,9009872674,3670040846,3440103271,1786606409,382347,362429,190.83,77.73,72.86,37.84,77,47612,0.001
Asia,OWID_ASI,3/31/2023,9009979932,3670044950,3440110214,1786655460,385645,365612,190.83,77.73,72.86,37.84,77,49384,0.001
Asia,OWID_ASI,4/1/2023,9010008655,3670047141,3440114309,1786677989,360218,364806,190.83,77.73,72.86,37.84,77,51147,0.001
Asia,OWID_ASI,4/2/2023,9010706758,3670457613,3440473202,1786700396,337786,367556,190.85,77.74,72.87,37.84,78,52801,0.001
Asia,OWID_ASI,4/3/2023,9010795921,3670461870,3440544111,1786714179,482054,385765,190.85,77.74,72.87,37.84,82,78485,0.002
Asia,OWID_ASI,4/4/2023,9011066708,3670487005,3440582708,1786935237,431538,394574,190.86,77.74,72.87,37.85,84,103733,0.002
Asia,OWID_ASI,4/5/2023,9011081028,3670488621,3440584228,1786946220,420708,400045,190.86,77.74,72.87,37.85,85,126877,0.003
Asia,OWID_ASI,4/6/2023,9011163336,3670492327,3440647946,1786960998,419782,405394,190.86,77.74,72.87,37.85,86,149875,0.003
Asia,OWID_ASI,4/7/2023,9011185271,3670493560,3440649513,1786980135,412769,409266,190.86,77.74,72.87,37.85,87,172708,0.004
Asia,OWID_ASI,4/8/2023,9011211059,3670494370,3440650861,1787003930,417014,417378,190.86,77.74,72.87,37.85,88,195571,0.004
Asia,OWID_ASI,4/9/2023,9011254794,3670527315,3440682663,1787013144,395260,425588,190.86,77.74,72.87,37.85,90,218564,0.005
Asia,OWID_ASI,4/10/2023,9011445732,3670532225,3440691916,1787189500,428352,417918,190.86,77.74,72.87,37.85,89,221163,0.005
Asia,OWID_ASI,4/11/2023,9011600649,3670589556,3440753589,1787277737,430281,417736,190.87,77.74,72.88,37.85,88,224112,0.005
Asia,OWID_ASI,4/12/2023,9011623812,3670590831,3440755062,1787297532,408233,415955,190.87,77.74,72.88,37.86,88,224159,0.005
Asia,OWID_ASI,4/13/2023,9011693865,3670594615,3440794661,1787323859,406837,414105,190.87,77.74,72.88,37.86,88,224274,0.005
Asia,OWID_ASI,4/14/2023,9011714807,3670595700,3440795884,1787342193,409955,413597,190.87,77.74,72.88,37.86,88,224405,0.005
Asia,OWID_ASI,4/15/2023,9011741571,3670596790,3440797070,1787366767,415777,413440,190.87,77.74,72.88,37.86,88,224581,0.005
Asia,OWID_ASI,4/16/2023,9012298356,3670674443,3440854069,1787797504,394720,413380,190.88,77.75,72.88,37.87,88,224764,0.005
Asia,OWID_ASI,4/17/2023,9012324455,3670676489,3440858090,1787816943,509269,424957,190.88,77.75,72.88,37.87,90,227423,0.005
Asia,OWID_ASI,4/18/2023,9016047766,3673829542,3441310524,1788077093,508408,436136,190.96,77.81,72.89,37.87,92,230004,0.005
Asia,OWID_ASI,4/19/2023,9016067059,3673830822,3441311987,1788093367,248334,412198,190.96,77.81,72.89,37.87,87,202735,0.004
Asia,OWID_ASI,4/20/2023,9016234025,3673849373,3441359930,1788179586,247928,389699,190.97,77.81,72.89,37.87,83,176362,0.004
Asia,OWID_ASI,4/21/2023,9016316206,3673852269,3441364548,1788208552,263660,368986,190.97,77.81,72.89,37.87,78,149994,0.003
Asia,OWID_ASI,4/22/2023,9016350693,3673853339,3441366014,1788240572,275157,349083,190.97,77.81,72.89,37.88,74,123647,0.003
Asia,OWID_ASI,4/23/2023,9016380480,3673854634,3441368316,1788266548,247385,328222,190.97,77.81,72.89,37.88,70,97305,0.002
Asia,OWID_ASI,4/24/2023,9016458960,3673870685,3441386236,1788323698,251239,291546,190.97,77.81,72.89,37.88,62,65281,0.001
Asia,OWID_ASI,4/25/2023,9024069844,3674955783,3442626201,1788346409,264905,256944,191.13,77.84,72.92,37.88,54,33452,0.001
Asia,OWID_ASI,4/26/2023,9024099393,3674957507,3442628802,1788371026,257276,242786,191.13,77.84,72.92,37.88,51,31890,0.001
Asia,OWID_ASI,4/27/2023,9024125272,3674958797,3442630163,1788393825,254315,246270,191.13,77.84,72.92,37.88,52,32882,0.001
Asia,OWID_ASI,4/28/2023,9024183420,3674961471,3442632966,1788421588,259477,248246,191.13,77.84,72.92,37.88,53,33939,0.001
Asia,OWID_ASI,4/29/2023,9024198128,3674962325,3442634852,1788433553,243242,246259,191.13,77.84,72.92,37.88,52,34837,0.001
Asia,OWID_ASI,4/30/2023,9024428706,3675006930,3442679019,1788450360,238088,247504,191.14,77.84,72.92,37.88,52,35799,0.001
Asia,OWID_ASI,5/1/2023,9024438680,3675008135,3442681381,1788456639,221694,245857,191.14,77.84,72.92,37.88,52,36066,0.001
Asia,OWID_ASI,5/2/2023,9049632614,3680603801,3450357764,1800377853,228930,243287,191.67,77.96,73.08,38.13,52,36225,0.001
Asia,OWID_ASI,5/3/2023,9049761874,3680622655,3450382079,1800474350,140198,159435,191.68,77.96,73.08,38.13,34,17896,0
Asia,OWID_ASI,5/4/2023,9049905177,3680630707,3450398062,1800516732,135981,153717,191.68,77.96,73.08,38.14,33,17250,0
Asia,OWID_ASI,5/5/2023,9049935037,3680631861,3450399418,1800523385,132734,146746,191.68,77.96,73.08,38.14,31,16593,0
Asia,OWID_ASI,5/6/2023,9049949709,3680632668,3450402491,1800534168,138149,142929,191.68,77.96,73.08,38.14,30,16084,0
Asia,OWID_ASI,5/7/2023,9049989649,3680634951,3450408476,1800565550,135882,139521,191.68,77.96,73.08,38.14,30,15600,0
Asia,OWID_ASI,5/8/2023,9049999698,3680635573,3450415348,1800568006,138280,136180,191.68,77.96,73.08,38.14,29,15636,0
Asia,OWID_ASI,5/9/2023,9050124169,3680672610,3450453994,1800649156,140293,135568,191.68,77.96,73.08,38.14,29,15750,0
Asia,OWID_ASI,5/10/2023,9050142310,3680673785,3450466283,1800653359,148405,136860,191.68,77.96,73.08,38.14,29,17371,0
Asia,OWID_ASI,5/11/2023,9050193481,3680680096,3450474120,1800666568,147078,138555,191.69,77.96,73.08,38.14,29,18877,0
Asia,OWID_ASI,5/12/2023,9050219155,3680681248,3450475468,1800671609,146057,140624,191.69,77.96,73.08,38.14,30,20306,0
Asia,OWID_ASI,5/13/2023,9050238162,3680681963,3450488605,1800676777,146942,143043,191.69,77.96,73.08,38.14,30,21719,0
Asia,OWID_ASI,5/14/2023,9050421888,3680765879,3450580766,1800759232,148440,145072,191.69,77.96,73.08,38.14,31,23110,0
Asia,OWID_ASI,5/15/2023,9050431962,3680766760,3450586282,1800762412,161609,148402,191.69,77.96,73.08,38.14,31,25709,0.001
Asia,OWID_ASI,5/16/2023,9050561901,3680817343,3450662681,1800810729,179385,153987,191.69,77.96,73.09,38.14,33,28434,0.001
Asia,OWID_ASI,5/17/2023,9050579513,3680818573,3450676263,1800812908,216434,163704,191.69,77.96,73.09,38.14,35,33527,0.001
Asia,OWID_ASI,5/18/2023,9050584017,3680819441,3450677018,1800814771,209968,172689,191.69,77.96,73.09,38.14,37,38622,0.001
Asia,OWID_ASI,5/19/2023,9050633957,3680821909,3450691242,1800820635,210187,181850,191.69,77.96,73.09,38.14,39,43801,0.001
Asia,OWID_ASI,5/20/2023,9050639072,3680822475,3450693864,1800822498,207440,190494,191.69,77.96,73.09,38.14,40,48902,0.001
Asia,OWID_ASI,5/21/2023,9051124473,3681083037,3450982455,1801012487,216402,200205,191.7,77.97,73.09,38.15,42,54036,0.001
Asia,OWID_ASI,5/22/2023,9051133044,3681084437,3450986271,1801014805,248878,212671,191.71,77.97,73.09,38.15,45,62682,0.001
Asia,OWID_ASI,5/23/2023,9051219076,3681088822,3451007554,1801074196,263989,224757,191.71,77.97,73.09,38.15,48,71275,0.002
Asia,OWID_ASI,5/24/2023,9051235167,3681091057,3451017682,1801076958,258232,230730,191.71,77.97,73.09,38.15,49,76162,0.002
Asia,OWID_ASI,5/25/2023,9051341495,3681100968,3451048093,1801095085,258205,237622,191.71,77.97,73.09,38.15,50,80960,0.002
Asia,OWID_ASI,5/26/2023,9051401938,3681103181,3451050043,1801105752,244299,242492,191.71,77.97,73.09,38.15,51,85585,0.002
Asia,OWID_ASI,5/27/2023,9051408989,3681103624,3451054356,1801107968,240360,247198,191.71,77.97,73.09,38.15,52,90206,0.002
Asia,OWID_ASI,5/28/2023,9051445401,3681104833,3451085121,1801112082,271940,255128,191.71,77.97,73.09,38.15,54,94896,0.002
Asia,OWID_ASI,5/29/2023,9052513874,3681781043,3451803254,1801456764,288784,260830,191.73,77.98,73.11,38.16,55,95116,0.002
Asia,OWID_ASI,5/30/2023,9052694742,3681788102,3451928813,1801504095,406956,281254,191.74,77.98,73.11,38.16,60,99481,0.002
Asia,OWID_ASI,5/31/2023,9052805114,3681792286,3452031271,1801506978,390289,300121,191.74,77.98,73.11,38.16,64,103695,0.002
Asia,OWID_ASI,6/1/2023,9052908029,3681796981,3452111530,1801516843,366040,315523,191.74,77.98,73.12,38.16,67,107957,0.002
Asia,OWID_ASI,6/2/2023,9052911605,3681798210,3452111782,1801518057,299724,323443,191.74,77.98,73.12,38.16,69,112113,0.002
Asia,OWID_ASI,6/3/2023,9052942710,3681799699,3452138285,1801521072,298077,331686,191.74,77.98,73.12,38.16,70,116216,0.002
Asia,OWID_ASI,6/4/2023,9053112324,3681807502,3452225717,1801595015,370497,345766,191.75,77.98,73.12,38.16,73,120673,0.003
Asia,OWID_ASI,6/5/2023,9053171704,3681813425,3452273341,1801599899,374025,357869,191.75,77.98,73.12,38.16,76,125114,0.003
Asia,OWID_ASI,6/6/2023,9057857989,3682900669,3455421468,1802944497,386893,355015,191.85,78,73.19,38.19,75,124872,0.003
Asia,OWID_ASI,6/7/2023,9057941690,3682903812,3455433962,1802966262,207013,308686,191.85,78,73.19,38.19,65,113135,0.002
Asia,OWID_ASI,6/8/2023,9058000192,3682908516,3455455878,1802983398,221650,291431,191.85,78,73.19,38.19,62,102971,0.002
Asia,OWID_ASI,6/9/2023,9058004135,3682909322,3455456260,1802984778,199005,280415,191.85,78,73.19,38.19,59,92828,0.002
Asia,OWID_ASI,6/10/2023,9058015495,3682910203,3455462067,1802989311,196893,269332,191.85,78,73.19,38.19,57,82756,0.002
Asia,OWID_ASI,6/11/2023,9062259870,3683483510,3455887666,1803944165,245233,254809,191.94,78.02,73.2,38.21,54,72492,0.002
Asia,OWID_ASI,6/12/2023,9062343679,3683485883,3455958871,1803953082,174227,174922,191.94,78.02,73.2,38.21,37,50264,0.001
Asia,OWID_ASI,6/13/2023,9062525237,3683500803,3456094967,1803990652,222693,163942,191.95,78.02,73.2,38.21,35,35033,0.001
Asia,OWID_ASI,6/14/2023,9062638480,3683504221,3456193110,1804000726,240585,177855,191.95,78.02,73.2,38.21,38,34485,0.001
Asia,OWID_ASI,6/15/2023,9062719583,3683507851,3456260819,1804008345,208445,185088,191.95,78.02,73.2,38.21,39,33792,0.001
Asia,OWID_ASI,6/16/2023,9062724224,3683509120,3456261344,1804009401,139717,185736,191.95,78.02,73.2,38.21,39,33073,0.001
Asia,OWID_ASI,6/17/2023,9062741042,3683510340,3456270834,1804015419,136427,186214,191.95,78.02,73.2,38.21,39,32262,0.001
Asia,OWID_ASI,6/18/2023,9063644453,3683715775,3456477069,1804655160,149915,181714,191.97,78.02,73.21,38.22,38,31254,0.001
Asia,OWID_ASI,6/19/2023,9063711878,3683719394,3456530226,1804663263,143559,177335,191.97,78.02,73.21,38.22,38,35355,0.001
Asia,OWID_ASI,6/20/2023,9063982816,3683797567,3456713823,1804736625,201493,174305,191.98,78.02,73.21,38.22,37,39567,0.001
Asia,OWID_ASI,6/21/2023,9064038058,3683799804,3456757432,1804744232,84050,149674,191.98,78.02,73.21,38.22,32,35001,0.001
Asia,OWID_ASI,6/22/2023,9064076844,3683802601,3456782529,1804753272,67955,129982,191.98,78.02,73.22,38.23,28,30692,0.001
Asia,OWID_ASI,6/23/2023,9064081011,3683803668,3456782907,1804754385,39263,116010,191.98,78.02,73.22,38.23,25,26442,0.001
Asia,OWID_ASI,6/24/2023,9064095618,3683804569,3456790505,1804760330,36766,102151,191.98,78.02,73.22,38.23,22,22230,0
Asia,OWID_ASI,6/25/2023,9064133411,3683807743,3456803675,1804781012,54599,88912,191.98,78.02,73.22,38.23,19,18206,0
Asia,OWID_ASI,6/26/2023,9064154862,3683810399,3456811200,1804790322,49681,75881,191.98,78.02,73.22,38.23,16,14383,0
Asia,OWID_ASI,6/27/2023,9064225897,3683862535,3456862318,1804806116,32086,52020,191.98,78.03,73.22,38.23,11,10034,0
Asia,OWID_ASI,6/28/2023,9064229965,3683863374,3456862684,1804807686,33190,44759,191.98,78.03,73.22,38.23,9,9951,0
Asia,OWID_ASI,6/29/2023,9064235644,3683864545,3456863363,1804808685,35460,40125,191.98,78.03,73.22,38.23,8,9832,0
Asia,OWID_ASI,6/30/2023,9064285782,3683868092,3456867332,1804826284,34879,39505,191.98,78.03,73.22,38.23,8,9918,0
Asia,OWID_ASI,7/1/2023,9064291007,3683868607,3456868078,1804830094,28828,36651,191.98,78.03,73.22,38.23,8,9884,0
Asia,OWID_ASI,7/2/2023,9064314205,3683870896,3456872742,1804845931,37576,34512,191.98,78.03,73.22,38.23,7,9846,0
Asia,OWID_ASI,7/3/2023,9064329146,3683872576,3456877605,1804852995,40810,33539,191.98,78.03,73.22,38.23,7,9818,0
Asia,OWID_ASI,7/4/2023,9064492575,3683935164,3456939441,1804940159,41791,35212,191.99,78.03,73.22,38.23,7,10098,0
Asia,OWID_ASI,7/5/2023,9064496715,3683936031,3456939804,1804941995,45875,37314,191.99,78.03,73.22,38.23,8,9392,0
Asia,OWID_ASI,7/6/2023,9064552551,3683939911,3456950604,1804982332,44876,38945,191.99,78.03,73.22,38.23,8,8582,0
Asia,OWID_ASI,7/7/2023,9064837271,3683950832,3456961292,1805036234,178161,59703,192,78.03,73.22,38.23,13,8983,0
Asia,OWID_ASI,7/8/2023,9065161504,3683972023,3457046526,1805253573,171547,80089,192,78.03,73.22,38.24,17,9481,0
Asia,OWID_ASI,7/9/2023,9065532711,3683999604,3457179455,1805466947,362095,126450,192.01,78.03,73.22,38.24,27,11098,0
Asia,OWID_ASI,7/10/2023,9065535096,3683999982,3457179609,1805467996,337927,168895,192.01,78.03,73.22,38.24,36,15016,0
Asia,OWID_ASI,7/11/2023,9066211461,3684075840,3457483849,1805813463,337966,211205,192.02,78.03,73.23,38.25,45,18904,0
Asia,OWID_ASI,7/12/2023,9066292394,3684079581,3457518813,1805855414,91425,217713,192.03,78.03,73.23,38.25,46,19097,0
Asia,OWID_ASI,7/13/2023,9066294634,3684079960,3457519219,1805856559,25826,214992,192.03,78.03,73.23,38.25,46,18935,0
Asia,OWID_ASI,7/14/2023,9066295899,3684080145,3457519348,1805857316,24851,193091,192.03,78.03,73.23,38.25,41,17538,0
Asia,OWID_ASI,7/15/2023,9066336051,3684081801,3457546147,1805869009,24456,172079,192.03,78.03,73.23,38.25,36,16172,0
Asia,OWID_ASI,7/16/2023,9066345984,3684082667,3457547372,1805876661,55355,128259,192.03,78.03,73.23,38.25,27,14152,0
Asia,OWID_ASI,7/17/2023,9066434134,3684092549,3457597709,1805904403,54704,87797,192.03,78.03,73.23,38.25,19,9782,0
Asia,OWID_ASI,7/18/2023,9066500494,3684107053,3457655569,1805911129,56658,47611,192.03,78.03,73.23,38.25,10,4854,0
Asia,OWID_ASI,7/19/2023,9066542085,3684108531,3457692333,1805914198,51629,41926,192.03,78.03,73.23,38.25,9,4596,0
Asia,OWID_ASI,7/20/2023,9066563458,3684109666,3457709343,1805917129,32219,42838,192.03,78.03,73.24,38.25,9,4703,0
Asia,OWID_ASI,7/21/2023,9066565342,3684109939,3457709570,1805918078,16052,41583,192.03,78.03,73.24,38.25,9,4828,0
Asia,OWID_ASI,7/22/2023,9066573084,3684111710,3457713696,1805919592,15266,40271,192.03,78.03,73.24,38.25,9,4939,0
Asia,OWID_ASI,7/23/2023,9066654268,3684130959,3457744156,1805957920,30614,36735,192.03,78.03,73.24,38.25,8,4647,0
Asia,OWID_ASI,7/24/2023,9066675183,3684133577,3457759599,1805960352,69436,38838,192.03,78.03,73.24,38.25,8,8597,0
Asia,OWID_ASI,7/25/2023,9066786921,3684198636,3457837067,1805982928,73099,41189,192.04,78.03,73.24,38.25,9,12864,0
Asia,OWID_ASI,7/26/2023,9066802291,3684199740,3457848058,1805986203,34635,38760,192.04,78.03,73.24,38.25,8,13823,0
Asia,OWID_ASI,7/27/2023,9066834751,3684201407,3457873454,1805991014,50409,41359,192.04,78.03,73.24,38.25,9,14824,0
Asia,OWID_ASI,7/28/2023,9066836665,3684201718,3457873598,1805991926,38934,44627,192.04,78.03,73.24,38.25,9,15775,0
Asia,OWID_ASI,7/29/2023,9066837332,3684201846,3457873702,1805992242,37894,47860,192.04,78.03,73.24,38.25,10,16716,0
Asia,OWID_ASI,7/30/2023,9066960932,3684250937,3457969552,1806013687,38010,48918,192.04,78.03,73.24,38.25,10,17447,0
Asia,OWID_ASI,7/31/2023,9066973914,3684251388,3457979658,1806015648,47720,45814,192.04,78.03,73.24,38.25,10,15741,0
Asia,OWID_ASI,8/1/2023,9067048633,3684296584,3458037345,1806030153,49752,42479,192.04,78.03,73.24,38.25,9,14301,0
Asia,OWID_ASI,8/2/2023,9067064898,3684297502,3458050799,1806031867,30807,41934,192.04,78.03,73.24,38.25,9,13858,0
Asia,OWID_ASI,8/3/2023,9067072365,3684298252,3458055783,1806033371,22009,37875,192.04,78.03,73.24,38.25,8,13396,0
Asia,OWID_ASI,8/4/2023,9067073675,3684298565,3458055933,1806034002,16122,34617,192.04,78.03,73.24,38.25,7,12931,0
Asia,OWID_ASI,8/5/2023,9067075013,3684298788,3458056135,1806034900,15610,31434,192.04,78.03,73.24,38.25,7,12473,0
Asia,OWID_ASI,8/6/2023,9067141202,3684334919,3458095450,1806059439,19501,28788,192.04,78.04,73.24,38.25,6,12074,0
Asia,OWID_ASI,8/7/2023,9067150241,3684335866,3458101446,1806061142,32725,26647,192.04,78.04,73.24,38.25,6,11371,0
Asia,OWID_ASI,8/8/2023,9067287742,3684373889,3458121314,1806080685,36694,24780,192.05,78.04,73.24,38.25,5,10632,0
Asia,OWID_ASI,8/9/2023,9067305349,3684374803,3458133177,1806084666,23222,21095,192.05,78.04,73.24,38.25,4,10439,0
Asia,OWID_ASI,8/10/2023,9067313978,3684375583,3458138679,1806086367,21503,21457,192.05,78.04,73.24,38.25,5,10399,0
Asia,OWID_ASI,8/11/2023,9067316833,3684376249,3458139259,1806087159,16842,21994,192.05,78.04,73.24,38.25,5,10414,0
Asia,OWID_ASI,8/12/2023,9067318341,3684376382,3458139910,1806087832,14766,22307,192.05,78.04,73.24,38.25,5,10374,0
Asia,OWID_ASI,8/13/2023,9067320578,3684376670,3458141158,1806088283,16155,22264,192.05,78.04,73.24,38.25,5,10291,0
Asia,OWID_ASI,8/14/2023,9067326110,3684377499,3458144371,1806089029,19475,20802,192.05,78.04,73.24,38.25,4,8800,0
Asia,OWID_ASI,8/15/2023,9067426572,3684425356,3458193755,1806136293,16931,18414,192.05,78.04,73.25,38.25,4,7332,0
Asia,OWID_ASI,8/16/2023,9067430567,3684425922,3458194133,1806138177,23016,17950,192.05,78.04,73.25,38.25,4,7975,0
Asia,OWID_ASI,8/17/2023,9067450836,3684431077,3458202033,1806144407,40906,20793,192.05,78.04,73.25,38.25,4,9345,0
Asia,OWID_ASI,8/18/2023,9067453088,3684431644,3458202274,1806145035,30955,22883,192.05,78.04,73.25,38.25,5,10312,0
Asia,OWID_ASI,8/19/2023,9067471399,3684435461,3458209604,1806152039,29913,25119,192.05,78.04,73.25,38.25,5,11317,0
Asia,OWID_ASI,8/20/2023,9067613752,3684502254,3458280022,1806213900,38257,28076,192.05,78.04,73.25,38.26,6,12851,0
Asia,OWID_ASI,8/21/2023,9067628513,3684508268,3458286714,1806214891,32238,30016,192.05,78.04,73.25,38.26,6,14031,0
Asia,OWID_ASI,8/22/2023,9067640603,3684509311,3458294893,1806216554,29567,31939,192.05,78.04,73.25,38.26,7,14498,0
Asia,OWID_ASI,8/23/2023,9067653899,3684510212,3458305026,1806217638,30773,33093,192.06,78.04,73.25,38.26,7,14262,0
Asia,OWID_ASI,8/24/2023,9067662823,3684511448,3458309745,1806219630,26401,31066,192.06,78.04,73.25,38.26,7,13411,0
Asia,OWID_ASI,8/25/2023,9067667101,3684512516,3458310174,1806221282,22039,29837,192.06,78.04,73.25,38.26,6,12953,0
Asia,OWID_ASI,8/26/2023,9067668337,3684512762,3458310443,1806221771,18428,28244,192.06,78.04,73.25,38.26,6,12397,0
Asia,OWID_ASI,8/27/2023,9067792469,3684581571,3458367771,1806272238,19270,25459,192.06,78.04,73.25,38.26,5,11322,0
Asia,OWID_ASI,8/28/2023,9067795190,3684582612,3458368080,1806272530,3235,6870,192.06,78.04,73.25,38.26,1,919,0
Asia,OWID_ASI,8/29/2023,9067800100,3684583718,3458370118,1806273239,5424,5842,192.06,78.04,73.25,38.26,1,924,0
Asia,OWID_ASI,8/30/2023,9067801719,3684584212,3458370416,1806273629,,,192.06,78.04,73.25,38.26,,,
Asia,OWID_ASI,8/31/2023,9067802735,3684584711,3458370591,1806273698,,,192.06,78.04,73.25,38.26,,,
Asia,OWID_ASI,9/1/2023,9067805676,3684585814,3458370968,1806273828,,,192.06,78.04,73.25,38.26,,,
Asia,OWID_ASI,9/2/2023,9067807147,3684586272,3458371409,1806274226,,,192.06,78.04,73.25,38.26,,,
Asia,OWID_ASI,9/3/2023,9067812598,3684587389,3458372065,1806277497,,,192.06,78.04,73.25,38.26,,,
Asia,OWID_ASI,9/4/2023,9067816760,3684588879,3458372830,1806277863,,,192.06,78.04,73.25,38.26,,,
Europe,OWID_EUR,12/2/2020,0,0,,,0,0,0,0,,,0,0,0
Europe,OWID_EUR,12/3/2020,0,0,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/4/2020,1,1,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/5/2020,1,1,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/6/2020,1,1,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/7/2020,2,2,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/8/2020,7,7,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/9/2020,9,9,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/10/2020,10,10,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/11/2020,14,14,,,4,1,0,0,,,0,1,0
Europe,OWID_EUR,12/12/2020,15,15,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/13/2020,15,15,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/14/2020,15,15,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/15/2020,28518,28518,,,1,1,0,0,,,0,1,0
Europe,OWID_EUR,12/16/2020,28524,28524,,,3363,3359,0,0,,,5,3359,0
Europe,OWID_EUR,12/17/2020,28534,28534,,,3367,3360,0,0,,,5,3360,0
Europe,OWID_EUR,12/18/2020,28555,28555,,,3376,3363,0,0,,,5,3363,0
Europe,OWID_EUR,12/19/2020,28560,28560,,,3365,3364,0,0,,,5,3364,0
Europe,OWID_EUR,12/20/2020,28571,28571,,,3367,3365,0,0,,,5,3365,0
Europe,OWID_EUR,12/21/2020,28590,28590,,,3376,3368,0,0,,,5,3368,0
Europe,OWID_EUR,12/22/2020,52112,52112,,,3380,3373,0.01,0.01,,,5,3373,0
Europe,OWID_EUR,12/23/2020,52560,52536,,,68449,12822,0.01,0.01,,,17,12810,0.002
Europe,OWID_EUR,12/24/2020,52841,52816,,,68282,22074,0.01,0.01,,,30,22066,0.003
Europe,OWID_EUR,12/25/2020,52850,52825,,,68008,31250,0.01,0.01,,,42,31244,0.004
Europe,OWID_EUR,12/26/2020,53297,53272,,,69171,40641,0.01,0.01,,,55,40636,0.005
Europe,OWID_EUR,12/27/2020,96611,96586,5,,69565,50079,0.01,0.01,0,,67,50072,0.007
Europe,OWID_EUR,12/28/2020,132626,131451,43,,99272,88154,0.02,0.02,0,,118,88145,0.012
Europe,OWID_EUR,12/29/2020,203985,202773,72,,144974,126058,0.03,0.03,0,,169,119839,0.016
Europe,OWID_EUR,12/30/2020,334186,332957,108,,192796,154524,0.04,0.04,0,,207,148309,0.02
Europe,OWID_EUR,12/31/2020,432366,431133,135,,174888,159715,0.06,0.06,0,,214,153350,0.021
Europe,OWID_EUR,1/1/2021,483938,482691,145,1,119264,151086,0.06,0.06,0,0,203,144721,0.019
